OrderID,SKU,Style,Category,Amount,Currency
406-0941137-9709130,JNE3606-KR-XL,JNE3606,kurta,487.0,INR
407-9263008-3805108,NW001-TP-PJ-XXXL,NW001,Set,536.19,INR
403-3011546-6508308,SET396-KR-PP-XXL,SET396,Set,1149.0,INR
171-5644077-5282765,J0196-TP-L,J0196,Top,469.0,INR
408-6395051-3395506,JNE3742-KR-XXXL,JNE3742,kurta,432.0,INR
405-3476511-3680313,SET186-KR-DH-L,SET186,Set,631.0,INR
403-2817219-4130710,NW004-TP-PJ-M,NW004,Set,472.38,INR
403-0366777-4735529,NW020-ST-SR-XL,NW020,Set,525.0,INR
407-1863001-3702703,SET378-KR-NP-XXL,SET378,Set,1299.0,INR
405-3278575-2114702,SET165-KR-PP-S,SET165,Set,540.0,INR
405-0236757-1476340,SET342-KR-NP-N-M,SET342,Set,916.0,INR
405-5414341-3082758,J0202-TP-S,J0202,Top,519.0,INR
407-3914409-7693942,J0078-SET-L,J0078,Set,999.0,INR
407-7612535-0864335,JNE3742-KR-XL,JNE3742,kurta,432.0,INR
402-4037946-9215561,JNE3510-KR-XS,JNE3510,kurta,429.0,INR
402-8108729-3884359,MEN5010-KR-XXXL,MEN5010,kurta,476.0,INR
171-6082850-1905910,JNE3609-KR-XS,JNE3609,kurta,568.0,INR
407-3624772-8219521,SET276-KR-PP-M,SET276,Set,1238.0,INR
408-4570479-8264324,J0234-SKD-S,J0234,Set,1213.0,INR
402-1351897-0759568,J0021-TP-L,J0021,Top,329.0,INR
408-7657394-2733167,NW034-TP-PJ-XS,NW034,Set,613.0,INR
405-4544641-3493901,JNE3488-KR-XS,JNE3488,kurta,299.0,INR
402-0931709-6425934,JNE3516-KR-E-S,JNE3516,kurta,362.0,INR
171-5715574-9814707,J0348-SET-M,J0348,Set,499.0,INR
403-1427095-6195513,JNE3835-KR-XS,JNE3835,kurta,521.0,INR
403-9551723-1184304,JNE3401-KR-L,JNE3401,kurta,518.0,INR
171-6088563-9878734,SET073-KR-SHA-XL,SET073,Set,824.0,INR
403-2096149-9504349,JNE3807-KR-L,JNE3807,kurta,666.0,INR
405-3246746-2081147,JNE3676-TU-L,JNE3676,Top,385.0,INR
402-3870947-6350749,JNE3672-TU-M,JNE3672,Top,574.0,INR
403-3426692-7464324,SET053-KR-NP-S,SET053,Set,599.0,INR
407-4468985-0829133,SET290-KR-DPT-L,SET290,Set,725.0,INR
407-3074539-7342725,BL104-XXL,BL104,Blouse,493.0,INR
406-5930734-2825937,J0034-SET-M,J0034,Set,717.0,INR
405-3106762-7386706,JNE3412-KR-XS,JNE3412,kurta,419.0,INR
406-7244226-5082762,JNE3680-TU-XXL,JNE3680,Top,574.0,INR
402-7970871-3065930,J0151-KR-XXL,J0151,kurta,499.0,INR
403-8299140-8453129,SET094-KR-NP-S,SET094,Set,758.0,INR
406-8063590-4397111,MEN5027-KR-S,MEN5027,kurta,475.0,INR
404-4723631-3501112,J0243-DR-S,J0243,Ethnic Dress,999.0,INR
404-4658721-7518747,J0285-SKD-L,J0285,Set,1432.0,INR
408-4777511-5782745,SET085-KR-PT-XS,SET085,Set,0.0,INR
407-4914525-6070767,SET365-KR-NP-S,SET365,Set,1099.0,INR
405-7315031-5195546,JNE3766-KR-L,JNE3766,kurta,517.0,INR
406-2366766-6973924,SET217-KR-PP-XXL,SET217,Set,825.0,INR
403-0401694-7497104,J0372-SKD-XXL,J0372,Set,1099.0,INR
406-0533333-6963505,J0148-SET-XXXL,J0148,Set,605.71,INR
405-6298894-7093136,JNE3394-KR-A-XS,JNE3394,kurta,414.0,INR
403-6669973-9194750,J0043-SET-XS,J0043,Set,635.0,INR
406-3221792-1717917,J0369-SKD-M,J0369,Set,1099.0,INR
402-3293806-8002756,J0306-DR-XXL,J0306,Western Dress,690.0,INR
171-5265364-5716316,JNE3651-TP-N-L,JNE3651,Top,518.0,INR
405-8762877-9531527,J0240-SKD-XXXL,J0240,Set,1593.0,INR
408-1814535-3475517,J0158-DR-M,J0158,Western Dress,721.0,INR
408-6022939-2897110,BTM021-B-XS,BTM021,Bottom,0.0,INR
404-3630355-7981135,SET310-KR-NP-M,SET310,Set,1213.0,INR
408-5259455-9603527,SET380-KR-NP-XL,SET380,Set,995.0,INR
406-4715088-0021157,JNE3761-KR-S,JNE3761,kurta,291.0,INR
406-4715088-0021157,JNE3614-KR-XS,JNE3614,kurta,459.0,INR
408-6635444-4693953,SET344-KR-NP-L,SET344,Set,968.0,INR
405-6331042-1363565,JNE3674-TU-L,JNE3674,Top,546.67,INR
403-2409300-0155532,JNE3782-KR-XXL,JNE3782,kurta,487.0,INR
402-2282610-9859515,SET143-KR-PP-XS,SET143,Set,,
171-9301968-3697166,JNE3798-KR-XXXL,JNE3798,Western Dress,725.0,INR
171-9301968-3697166,JNE3798-KR-XS,JNE3798,Western Dress,725.0,INR
407-7021364-8056314,NW031-TP-PJ-L,NW031,Set,599.0,INR
402-7746237-2663539,JNE3440-KR-N-S,JNE3440,kurta,399.0,INR
407-5365794-0051511,SET224-KR-NP-XXL,SET224,Set,1287.0,INR
405-2167875-1647552,JNE3421-KR-M,JNE3421,kurta,399.0,INR
405-1830628-7198729,SET300-KR-NP-M,SET300,Set,951.43,INR
402-7252686-7742740,JNE2032-KR-205-S,JNE2032,kurta,316.0,INR
408-2748464-3892343,J0245-SKD-M,J0245,Set,1149.0,INR
407-4334571-3104327,J0369-SKD-S,J0369,Set,1099.0,INR
407-6450619-6667560,JNE3803-KR-M,JNE3803,kurta,459.0,INR
403-2074962-5367535,JNE2014-KR-178-XS,JNE2014,kurta,353.0,INR
403-8974919-1907542,BL109-XS,BL109,Blouse,518.0,INR
408-7276051-7715539,JNE3698-KR-L,JNE3698,kurta,487.0,INR
408-5800192-2088338,J0092-SET-L,J0092,Set,833.0,INR
171-0454907-0694760,AN208-MUSTARD-XXL,AN208,Bottom,229.0,INR
403-1672373-0693902,JNE3817-KR-S,JNE3817,kurta,474.0,INR
408-4097278-9217127,JNE1233-BLUE-KR-031-L,JNE1233,kurta,0.0,INR
403-1360644-8387500,JNE2100-KR-144-XL,JNE2100,kurta,357.0,INR
405-8710656-3348359,J0210-DR-XS,J0210,Ethnic Dress,783.0,INR
406-9297249-7159560,J0144-SET-S,J0144,Set,529.0,INR
171-7300061-3135536,J0235-SKD-S,J0235,Set,,
405-5483961-3142750,JNE3800-KR-A-XS,JNE3800,Western Dress,734.29,INR
402-7799417-6690757,J0250-SKD-L,J0250,Set,763.0,INR
402-1748228-0865146,JNE3614-KR-XXXL,JNE3614,kurta,459.0,INR
403-7412589-5310738,SET094-KR-NP-M,SET094,Set,758.0,INR
171-8646479-5749918,JNE3719-KR-XXL,JNE3719,kurta,399.0,INR
171-2574793-2967543,SET044-KR-NP-XL,SET044,Set,612.0,INR
402-1896389-0215537,NW016-ST-SR-XL,NW016,Set,560.0,INR
402-5717447-6081122,JNE3866-KR-M,JNE3866,kurta,888.0,INR
407-0960708-8732360,JNE3622-KR-XL,JNE3622,kurta,368.0,INR
405-4186786-2551515,JNE3675-TU-XXL,JNE3675,Top,545.0,INR
403-2046021-1257905,MEN5025-KR-L,MEN5025,kurta,549.0,INR
171-7438423-1645114,J0203-TP-XXL,J0203,Top,568.0,INR
406-5279797-3193128,JNE3635-KR-XS,JNE3635,kurta,,
408-1690483-3322704,J0147-SET-XXL,J0147,Set,520.54,INR
408-7172658-9889122,J0135-SET-M,J0135,Set,,
402-5017281-8363545,SET395-KR-NP-XS,SET395,Set,1133.0,INR
171-7384553-7569931,JNE3798-KR-S,JNE3798,Western Dress,725.0,INR
171-4101834-2486732,JNE3579-KR-XXL,JNE3579,kurta,295.0,INR
407-0492690-4569126,JNE3606-KR-XXXL,JNE3606,kurta,487.0,INR
406-2123017-0045157,SET131-KR-NP-A-XXXL,SET131,Set,666.0,INR
407-6840263-1724331,SET195-KR-NP-A-S,SET195,Set,737.0,INR
405-6454919-3121149,J0249-SKD-XL,J0249,Set,939.0,INR
171-6885751-4759503,SET267-KR-NP-L,SET267,Set,811.43,INR
171-2889195-6040315,J0381-SKD-L,J0381,Set,1146.0,INR
406-9059739-3110716,J0086-DR-XXXL,J0086,Ethnic Dress,569.0,INR
405-3294123-5561112,SET044-KR-NP-L,SET044,Set,612.0,INR
404-3923478-8171506,J0281-SKD-XXL,J0281,Set,1477.0,INR
407-8040235-3645931,JNE3466-KR-XL,JNE3466,kurta,771.0,INR
408-5711212-8817106,SET158-KR-PP-L,SET158,Set,791.0,INR
404-9919716-6773158,JNE3360-KR-S,JNE3360,kurta,299.0,INR
404-1505423-0995517,JNE3603-KR-S,JNE3603,kurta,286.0,INR
403-8884537-8679511,J0307-TP-S,J0307,Top,518.0,INR
403-9244677-0613921,J0165-TP-XXL,J0165,Top,355.0,INR
403-3106086-7886737,JNE3261-KR-XXXL,JNE3261,kurta,348.0,INR
404-4212434-9384358,NW013-ST-SR-M,NW013,Set,496.0,INR
408-6541761-0392366,SET279-LC-M,SET279,Set,888.0,INR
171-3009415-1720344,SET288-KR-NP-L,SET288,Set,684.0,INR
403-9131629-2431566,SET192-KR-NP-XS,SET192,Set,680.0,INR
408-2863799-8047516,SET302-KR-PP-L,SET302,Set,0.0,INR
171-5126360-5351552,JNE3621-KR-M,JNE3621,kurta,455.0,INR
402-4675521-7359527,NW015-TP-PJ-S,NW015,Set,523.0,INR
406-5970629-1621968,J0234-SKD-M,J0234,Set,1213.0,INR
407-0321661-9511529,SET344-KR-NP-XS,SET344,Set,968.0,INR
408-8732001-5841126,J0181-TP-L,J0181,Top,399.0,INR
405-3993623-2175546,JNE3459-KR-XXL,JNE3459,kurta,442.0,INR
405-7319867-6145102,SET326-KR-PP-M,SET326,Set,666.0,INR
405-5015518-9031507,SET257-KR-PP-S,SET257,Set,568.0,INR
405-5015518-9031507,SET285-KR-SHA-S,SET285,Set,499.0,INR
405-1775794-5609127,SET267-KR-NP-M,SET267,Set,852.0,INR
407-3748312-1942700,JNE3787-KR-M,JNE3787,kurta,487.0,INR
407-8661300-1498747,NW024-TP-PJ-XXL,NW024,Set,586.0,INR
408-0441710-0985962,J0282-SET-XXXL,J0282,Set,0.0,INR
404-1970034-7760300,JNE3432-KR-L,JNE3432,kurta,432.0,INR
404-3802626-6895521,SAR042,SAR042,Saree,989.0,INR
406-0094488-0008339,J0106-KR-XL,J0106,Western Dress,999.0,INR
402-5325681-7194754,SET197-KR-NP-S,SET197,Set,759.0,INR
171-5446978-2684303,JNE3730-KR-L,JNE3730,kurta,299.0,INR
404-7671812-4633942,JNE3578-KR-S,JNE3578,kurta,612.0,INR
171-1800840-3523567,BTM041-PP-XXXL,BTM041,Bottom,345.0,INR
404-8840992-9354703,SAR140,SAR140,Saree,749.0,INR
171-2461051-8197905,JNE1975-KR-309-XS,JNE1975,kurta,229.0,INR
402-4271089-7713932,JNE3742-KR-L,JNE3742,kurta,432.0,INR
403-4137461-3205165,J0334-TP-XXL,J0334,Top,545.0,INR
402-8517071-1645959,J0013-SKD-M,J0013,Set,1099.0,INR
402-6056166-5837931,JNE3556-KR-M,JNE3556,kurta,517.0,INR
402-6056166-5837931,JNE3557-KR-M,JNE3557,kurta,517.0,INR
406-2688961-1792308,JNE3607-KR-XXXL,JNE3607,kurta,471.0,INR
407-1767239-9701129,SET188-KR-NP-L,SET188,Set,680.0,INR
407-1804038-7210747,BL006-54BLACK-B,BL006,Blouse,383.0,INR
403-2720134-6701125,J0114-TP-M,J0114,Top,,
408-4742252-5018731,SET185-KR-NP-XL,SET185,Set,911.0,INR
407-2521607-5511568,MEN5014-KR-M,MEN5014,kurta,499.0,INR
403-9877356-0231561,JNE1408-GREY-KR-UDF19-S,JNE1408,kurta,376.0,INR
402-7949152-0884358,JNE3408-KR-M,JNE3408,kurta,411.43,INR
402-0954075-8722750,SET192-KR-NP-XXL,SET192,Set,680.0,INR
405-8772726-0213912,SET192-KR-NP-L,SET192,Set,680.0,INR
408-7082373-8791567,JNE3557-KR-XL,JNE3557,kurta,,
408-3385986-5945157,SET250-KR-SHA-L,SET250,Set,680.0,INR
404-6134281-0610728,SET277-KR-NP-XL,SET277,Set,1338.0,INR
404-3198940-1120360,SET271-KR-NP-S,SET271,Set,,
404-7929751-5034727,JNE3506-KR-M,JNE3506,kurta,635.0,INR
408-1059658-6742768,JNE1233-BLUE-KR-031-XL,JNE1233,kurta,376.0,INR
407-5627278-0623562,NW030-TP-PJ-XXXL,NW030,Set,582.0,INR
171-0303822-4189140,SET380-KR-NP-XXL,SET380,Set,995.0,INR
405-8031394-3059531,SET131-KR-NP-L,SET131,Set,666.0,INR
405-6908749-0912350,JNE3856-KR-XXL,JNE3856,kurta,666.0,INR
402-4954738-4502752,SET323-KR-NP-XL,SET323,Set,939.0,INR
406-7952339-7844362,SET196-KR-NP-L,SET196,Set,799.0,INR
402-5172462-6093118,JNE3714-KR-XL,JNE3714,kurta,459.0,INR
408-6631018-8635551,J0165-TP-XL,J0165,Top,355.0,INR
171-5651732-3061148,SET014-KR-PP-A-XXXL,SET014,Set,818.0,INR
171-5651732-3061148,JNE3732-KR-XXXL,JNE3732,kurta,517.0,INR
402-2264172-9473915,J0215-BL-XL,J0215,Blouse,545.0,INR
408-6585936-0677914,J0207-DR-XXL,J0207,Western Dress,885.0,INR
402-6709316-6004346,JNE3391-KR-XL,JNE3391,kurta,432.0,INR
402-7481798-0601967,MEN5024-KR-XL,MEN5024,kurta,475.0,INR
408-0433484-3482753,SET318-KR-SHA-XXXL,SET318,Set,999.0,INR
408-6180604-6743505,SET317-KR-PP-XXXL,SET317,Set,1186.0,INR
402-7410274-1585105,SET254-KR-NP-S,SET254,Set,886.0,INR
408-9030467-8730755,MEN5008-KR-S,MEN5008,kurta,499.0,INR
408-9614315-7359524,J0094-KR-S,J0094,kurta,568.0,INR
406-3425572-1413110,J0414-DR-S,J0414,Western Dress,885.0,INR
402-9644253-1749122,NW035-ST-CP-XS,NW035,Set,599.0,INR
408-6885751-8778738,JNE3742-KR-S,JNE3742,kurta,432.0,INR
403-8946253-3777942,J0122-TP-S,J0122,Top,329.0,INR
406-8148585-4634735,JNE3732-KR-S,JNE3732,kurta,517.0,INR
406-8148585-4634735,JNE3443-KR-S,JNE3443,kurta,487.0,INR
408-8135218-9789144,JNE1234-MULTI-KR-032-S,JNE1234,kurta,295.0,INR
406-8571831-9645925,J0307-TP-XXL,J0307,Top,518.0,INR
408-4721800-6283539,JNE3666-TP-L,JNE3666,Top,299.0,INR
405-4710043-2269960,JNE3412-KR-XXXL,JNE3412,kurta,419.0,INR
405-8776097-0977969,BTM038-PP-S,BTM038,Bottom,377.0,INR
406-7211155-0586760,SET280-KR-PP-XXL,SET280,Set,790.0,INR
408-0373806-5610720,J0105-KR-XL,J0105,Western Dress,999.0,INR
408-4103772-0655506,SET400-KR-NP-M,SET400,Set,1254.0,INR
405-2068758-5057934,SET075-KR-DH-XS,SET075,Set,648.0,INR
405-7437039-6508357,SET277-KR-NP-S,SET277,Set,1338.0,INR
405-0213200-9867519,SET142-KR-PP-L,SET142,Set,838.0,INR
408-7097848-7874745,JNE3421-KR-XL,JNE3421,kurta,399.0,INR
171-8043574-0601100,JNE3366-KR-1053-S,JNE3366,kurta,376.0,INR
408-0443502-1123512,JNE3669-TU-XXL,JNE3669,Top,625.0,INR
405-3573042-4450714,J0413-DR-XXL,J0413,Western Dress,885.0,INR
407-0690495-1242733,JNE3474-KR-E-XL,JNE3474,kurta,487.0,INR
171-6100625-5427515,J0208-DR-XXXL,J0208,Western Dress,721.0,INR
171-2122118-5211505,J0081-DR-XXXL,J0081,Western Dress,658.0,INR
171-6192648-9765965,JNE3775-KR-M,JNE3775,kurta,277.14,INR
406-4888599-4601919,BTM039-PP-M,BTM039,Bottom,342.86,INR
404-3244140-4917102,J0336-TP-L,J0336,Top,599.0,INR
404-0505266-8215566,J0090-TP-L,J0090,Top,563.0,INR
408-0719388-6161134,BTM032-NP-XS,BTM032,Bottom,297.0,INR
403-1571524-0162713,J0211-DR-L,J0211,Ethnic Dress,699.0,INR
402-3625922-4650763,JNE1977-KR-237-XL,JNE1977,kurta,246.67,INR
406-0827203-6633150,J0172-TP-XXXL,J0172,Top,518.0,INR
408-6369605-6829112,BTM035-NP-XS,BTM035,Bottom,284.0,INR
407-6214561-8197137,NW002-TP-PJ-XL,NW002,Set,474.0,INR
402-7603097-8593953,JNE1951-KR-155-M,JNE1951,kurta,368.0,INR
171-6113872-0747548,SET218-KR-NP-XL,SET218,Set,699.0,INR
404-1972370-1278754,SET360-KR-NP-S,SET360,Set,1126.0,INR
408-6661917-4232320,JNE3788-KR-XXXL,JNE3788,kurta,487.0,INR
405-1802005-7553969,SET279-LC-XL,SET279,Set,888.0,INR
406-5481682-8452352,JNE3762-KR-XXXL,JNE3762,kurta,329.0,INR
408-9966539-4400323,J0023-TP-S,J0023,Top,399.0,INR
405-1439689-2305143,JNE3400-KR-L,JNE3400,kurta,459.0,INR
404-0519031-1772319,BL104-S,BL104,Blouse,493.0,INR
406-9030706-6117119,J0109-SKD-XXL,J0109,Set,1083.04,INR
171-2395007-4189125,J0332-DR-XS,J0332,Western Dress,699.0,INR
171-6316588-7036308,NW005-ST-PJ-S,NW005,Set,599.0,INR
408-4550832-8274750,JNE3501-KR-M,JNE3501,kurta,0.0,INR
405-0065265-2989135,SET262-KR-NP-XL,SET262,Set,595.0,INR
403-5099661-1045158,JNE3687-TU-L,JNE3687,Top,545.0,INR
408-8190157-6023560,J0324-CD-L,J0324,Top,0.0,INR
403-7924856-5077941,BTM039-PP-S,BTM039,Bottom,360.0,INR
408-5952303-9219564,JNE3364-KR-1051-A-M,JNE3364,kurta,376.0,INR
403-9437954-5123554,JNE3666-TP-XXL,JNE3666,Top,299.0,INR
402-7658539-3207552,JNE3740-KR-M,JNE3740,kurta,319.0,INR
405-4061998-9985962,BTM039-PP-XXXL,BTM039,Bottom,360.0,INR
171-5193231-2894730,JNE3671-TU-L,JNE3671,Top,574.0,INR
171-4681998-1673141,JNE3531-KR-L,JNE3531,kurta,329.0,INR
402-3631075-5639532,NW008-ST-CP-XL,NW008,Set,582.0,INR
407-6907698-2060326,JNE3359-KR-L,JNE3359,kurta,436.19,INR
402-6179959-6921964,NW001-TP-PJ-S,NW001,Set,563.0,INR
171-8636447-6128333,SET087-KR-PP-XL,SET087,Set,925.0,INR
405-7469579-6889110,JNE3638-KR-XL,JNE3638,kurta,517.0,INR
408-2632513-3927523,SET402-KR-NP-S,SET402,Set,1149.0,INR
403-5749446-3805936,SET223-KR-NP-XXL,SET223,Set,648.0,INR
402-5660957-7048345,J0164-DR-M,J0164,Ethnic Dress,388.0,INR
403-7891279-5423561,JNE3783-KR-XL,JNE3783,kurta,487.0,INR
407-4841025-7581908,J0285-SKD-XXL,J0285,Set,1432.0,INR
403-4113149-5316351,JNE3383-KR-A-XXXL,JNE3383,kurta,442.0,INR
403-7207388-4989909,JNE1998-KR-311-XS,JNE1998,kurta,295.0,INR
407-4603185-6105905,SET158-KR-PP-M,SET158,Set,791.0,INR
402-8939248-3253918,NW008-ST-CP-XXL,NW008,Set,,
402-1627655-5778748,NW005-ST-PJ-XXL,NW005,Set,570.48,INR
406-7972644-6733905,JNE3518-KR-XXXL,JNE3518,kurta,487.0,INR
405-2278876-9535500,JNE2305-KR-533-XS,JNE2305,kurta,357.0,INR
171-1384410-9496357,NW003-TP-PJ-XL,NW003,Set,519.0,INR
407-6623372-3383509,BL093-S,BL093,Blouse,273.0,INR
407-1459006-9793960,J0203-TP-XL,J0203,Top,568.0,INR
402-2201701-5377153,BL110-S,BL110,Blouse,329.0,INR
402-2281836-0813924,JNE3489-KR-M,JNE3489,kurta,487.0,INR
402-0640229-8233901,JNE3622-KR-M,JNE3622,kurta,350.48,INR
403-1117699-0425913,SET053-KR-NP-L,SET053,Set,599.0,INR
405-8981331-5240311,J0195-TP-XL,J0195,Top,665.0,INR
405-2025033-4259506,JNE3294-KR-XS,JNE3294,kurta,432.0,INR
407-1070338-7208353,SET315-KR-PP-XXXL,SET315,Set,852.0,INR
407-6645756-8636307,JNE3810-KR-XXL,JNE3810,kurta,696.0,INR
403-3968926-0725926,JNE3623-KR-L,JNE3623,kurta,362.0,INR
404-2055087-2470735,JNE3684-TU-L,JNE3684,Top,319.0,INR
407-5336645-5525163,J0113-TP-L,J0113,Top,574.0,INR
408-5798687-4011501,JNE2032-KR-205-M,JNE2032,kurta,316.0,INR
402-7672589-4269952,JNE3680-TU-S,JNE3680,Top,574.0,INR
406-4320065-7361111,JNE3476-KR-XS,JNE3476,kurta,363.0,INR
406-7465247-4706765,JNE3637-KR-L,JNE3637,kurta,500.95,INR
406-2845139-3380338,JNE3732-KR-XXL,JNE3732,kurta,517.0,INR
408-1368892-1518723,SET350-KR-NP-S,SET350,Set,0.0,INR
408-8632965-1144365,JNE3443-KR-XXXL,JNE3443,kurta,487.0,INR
171-7666283-4076366,SET196-KR-NP-XXL,SET196,Set,799.0,INR
407-9197990-1865939,BL111-L,BL111,Blouse,280.0,INR
407-2798498-0192344,BL110-L,BL110,Blouse,329.0,INR
171-2123084-2270765,JNE3454-KR-XL,JNE3454,kurta,419.0,INR
408-8004804-1459533,J0306-DR-S,J0306,Western Dress,690.0,INR
403-0297657-4134721,J0109-SKD-XXXL,J0109,Set,1213.0,INR
408-9384945-7392339,SET252-KR-PP-XXXL,SET252,Set,759.0,INR
407-5032079-5998730,JNE3671-TU-S,JNE3671,Top,574.0,INR
402-9367042-3037132,CH203-MAROON-L,CH203,Bottom,273.0,INR
406-4880883-3798726,SET408-KR-NP-L,SET408,Set,599.0,INR
407-0173600-0380305,JNE3466-KR-XXXL,JNE3466,kurta,734.28,INR
404-8627782-2449938,J0197-TP-XXL,J0197,Top,625.0,INR
404-8627782-2449938,JNE3744-TU-XXL,JNE3744,Top,665.0,INR
402-5126545-3497134,SET198-KR-NP-A-XS,SET198,Set,548.0,INR
403-4607888-1062734,MEN5019-KR-S,MEN5019,kurta,476.0,INR
404-2134728-0857130,J0396-DR-M,J0396,Western Dress,859.0,INR
407-3683400-6344327,JNE3613-KR-XS,JNE3613,kurta,399.0,INR
402-5476557-5783524,BL111-S,BL111,Blouse,280.0,INR
171-9241524-7464318,J0134-SET-XXL,J0134,Set,699.0,INR
171-5731380-0286745,SET055-KR-NP-L,SET055,Set,595.24,INR
402-4780702-0805950,NW039-TP-SR-XL,NW039,Set,495.0,INR
402-4780702-0805950,J0196-TP-XL,J0196,Top,469.0,INR
402-7434230-3240311,J0070-KR-XXL,J0070,kurta,318.0,INR
407-3705459-6469959,SET302-KR-PP-XS,SET302,Set,939.0,INR
407-7688280-3139566,JNE3785-KR-XL,JNE3785,kurta,362.0,INR
407-7415937-9921168,JNE3793-KR-L,JNE3793,kurta,368.0,INR
402-8338652-7622757,J0332-DR-XL,J0332,Western Dress,699.0,INR
171-4266443-6717124,JNE3655-TP-L,JNE3655,Top,329.0,INR
405-2021015-6162737,JNE3639-TP-N-XS,JNE3639,Top,518.0,INR
171-5928923-9336349,JNE3702-KR-S,JNE3702,kurta,342.0,INR
171-1152959-9217923,JNE3792-KR-S,JNE3792,kurta,432.0,INR
406-4828367-9262710,SET251-KR-PP-XS,SET251,Set,759.0,INR
402-9539939-4497128,JNE3834-KR-XS,JNE3834,kurta,521.0,INR
405-1794235-0117922,SET248-KR-NP-L,SET248,Set,612.0,INR
406-4613817-7605900,JNE3715-KR-L,JNE3715,kurta,283.0,INR
406-4613817-7605900,JNE2265-KR-501-L,JNE2265,kurta,329.0,INR
406-4613817-7605900,JNE3470-KR-L,JNE3470,kurta,329.0,INR
171-7452640-1356339,JNE3680-TU-M,JNE3680,Top,574.0,INR
171-0874668-3401931,SET155-KR-PP-S,SET155,Set,446.0,INR
407-0009277-8121959,JNE3460-KR-M,JNE3460,kurta,480.0,INR
406-5490796-2879567,JNE3501-KR-L,JNE3501,kurta,419.0,INR
406-5490796-2879567,JNE3412-KR-L,JNE3412,kurta,419.0,INR
406-5490796-2879567,JNE3483-KR-L,JNE3483,kurta,380.0,INR
405-6752662-6687546,SET340-KR-NP-XXL,SET340,Set,799.0,INR
404-6516951-8145119,J0373-KR-XXL,J0373,kurta,599.0,INR
403-2898603-8826747,SET131-KR-NP-M,SET131,Set,666.0,INR
408-2972724-4956352,J0210-DR-M,J0210,Ethnic Dress,783.0,INR
408-6504847-3620351,JNE3622-KR-L,JNE3622,kurta,368.0,INR
405-9793217-7596314,J0211-DR-XXXL,J0211,Ethnic Dress,699.0,INR
404-1537393-9957119,J0176-TP-XXL,J0176,Top,387.0,INR
404-4516040-2319507,BTM026-NP-XS,BTM026,Bottom,518.0,INR
403-4106019-8669920,J0189-TP-XL,J0189,Top,329.0,INR
403-2522909-2668354,MEN5011-KR-S,MEN5011,kurta,499.0,INR
408-7651949-4293933,SAR048,SAR048,Saree,598.0,INR
402-2896177-3250753,J0130-SET-XS,J0130,Set,659.0,INR
405-5438276-5641155,SET182-KR-DH-XL,SET182,Set,657.0,INR
408-1395831-1515520,JNE3756-KR-L,JNE3756,kurta,487.0,INR
403-1256874-6764307,NW037-TP-SR-S,NW037,Set,449.0,INR
408-3006964-0126709,JNE2170-KR-436-M,JNE2170,kurta,518.0,INR
402-7868463-8265108,BTM045-PP-XL,BTM045,Bottom,345.0,INR
171-1443270-1348364,J0371-SKD-XXL,J0371,Set,1099.0,INR
407-6664544-0868318,J0243-DR-L,J0243,Ethnic Dress,999.0,INR
402-2920900-1161925,J0254-SKD-L,J0254,Set,789.0,INR
171-0022483-5361108,JNE2170-KR-436-XXXL,JNE2170,kurta,518.0,INR
404-4111681-2644344,JNE3822-KR-XS,JNE3822,kurta,474.0,INR
406-5054887-9665952,JNE3759-KR-S,JNE3759,kurta,544.0,INR
406-2145342-1512303,J0240-SKD-L,J0240,Set,1593.0,INR
406-4466872-9791530,JNE3771-KR-XXXL,JNE3771,kurta,432.0,INR
404-1023569-7250716,JNE3782-KR-XS,JNE3782,kurta,,
408-8591642-2666766,SET199-KR-NP-XXL,SET199,Set,696.0,INR
171-8665095-1119526,J0331-KR-XL,J0331,kurta,782.0,INR
403-0230087-7577135,JNE3400-KR-M,JNE3400,kurta,459.0,INR
407-5676191-9385965,J0239-SKD-L,J0239,Set,1299.0,INR
403-6503479-6201960,JNE3726-KR-M,JNE3726,kurta,345.0,INR
406-8601208-4846744,JNE3438-KR-S,JNE3438,kurta,459.0,INR
408-1060459-3589132,SET308-KR-PP-M,SET308,Set,696.0,INR
405-6530351-1467525,JNE3622-KR-XXL,JNE3622,kurta,368.0,INR
408-1576698-6433128,BL026-74BEIGE,BL026,Blouse,383.0,INR
403-2910267-9873913,J0249-SKD-XXL,J0249,Set,939.0,INR
405-2486151-5001949,SET253-KR-NP-XS,SET253,Set,737.0,INR
404-4271063-4305969,J0075-KR-S,J0075,kurta,359.0,INR
404-4622387-3864348,SET179-KR-PP-S,SET179,Set,499.0,INR
402-9911734-3114760,SET310-KR-NP-XS,SET310,Set,1213.0,INR
405-9215484-8334727,JNE3270-KR-XS,JNE3270,kurta,376.0,INR
405-9078912-4648363,SET209-KR-PP-M,SET209,Set,548.0,INR
407-4495219-8391520,J0158-DR-XS,J0158,Western Dress,721.0,INR
406-9500238-2441119,J0306-DR-XXXL,J0306,Western Dress,690.0,INR
407-3739203-9248360,SET062-KR-SP-XXXL,SET062,Set,684.0,INR
407-1264055-4424355,MEN5021-KR-S,MEN5021,kurta,522.86,INR
406-8034736-1336311,SET204-KR-DPT-XS,SET204,Set,545.0,INR
171-0244908-5780376,JNE3522-KR-S,JNE3522,kurta,325.71,INR
408-7088896-2349948,BL113-L,BL113,Blouse,493.0,INR
404-7526158-3713924,J0195-TP-XXL,J0195,Top,665.0,INR
